SegIndex,Fn in N,η in mPas,h in mm,t in s,t_seg in s
5|22,10.81668091,0,1.054002321,97.43199921,0.2249984741
5|23,10.91000938,0,1.053002314,97.44200134,0.2350006104
5|24,10.95830536,0,1.052002306,97.45200348,0.2450027466
5|25,11.00771046,0,1.050852472,97.46199799,0.2549972534
5|26,11.11063099,0,1.050102408,97.47200012,0.2649993896
5|27,11.16442108,0,1.049752464,97.48200226,0.2750015259
5|28,11.21968937,0,1.049352461,97.49199677,0.2849960327
5|29,11.2761097,0,1.048552454,97.5019989,0.2949981689
5|30,11.39141178,0,1.047402504,97.51200104,0.3050003052
5|31,11.45012856,0,1.046302496,97.52200317,0.3150024414
5|32,11.50972366,0,1.045302488,97.53199768,0.3249969482
5|33,11.63250923,0,1.044752426,97.54199982,0.3349990845
5|34,11.69589996,0,1.044552424,97.55200195,0.3450012207
5|35,11.76041031,0,1.043952419,97.56199646,0.3549957275
5|36,11.89131451,0,1.043052413,97.5719986,0.3649978638
5|37,11.95731544,0,1.041902462,97.58200073,0.375
5|38,12.02371979,0,1.040802454,97.59200287,0.3850021362
5|39,12.09069824,0,1.039952505,97.60199738,0.3949966431
5|40,12.22730255,0,1.039502444,97.61699677,0.4099960327
5|41,12.3672657,0,1.03900244,97.6269989,0.4199981689
5|42,12.43783474,0,1.038202434,97.63700104,0.4300003052
5|43,12.50845432,0,1.037152484,97.64700317,0.4400024414
5|44,12.64978504,0,1.036102418,97.65699768,0.4499969482
5|45,12.72082329,0,1.035302412,97.66699982,0.4599990845
5|46,12.79239178,0,1.034902409,97.67700195,0.4700012207
5|47,12.93728161,0,1.034702407,97.68699646,0.4799957275
5|48,13.0101347,0,1.034002402,97.6969986,0.4899978638
5|49,13.0828743,0,1.032952452,97.70700073,0.5
5|50,13.15539742,0,1.031952561,97.71700287,0.5100021362
5|51,13.30006027,0,1.03080261,97.72699738,0.5199966431
5|52,13.37270737,0,1.030152547,97.73699951,0.5299987793
5|53,13.44592285,0,1.029852428,97.74700165,0.5400009155
5|54,13.59412193,0,1.029452425,97.75700378,0.5500030518
5|55,13.66862392,0,1.028602594,97.76699829,0.5599975586
